INCIDENT_NUMBER,DATE_OCCURED,UOR_DESC,PREMISE_TYPE,OFFICER_ATTACKED
80-19-080988,9/26/2019,KNOWINGLY EXPLOIT ADULT BY PERSON O/$300,RESIDENCE / HOME,0
80-19-080991,11/1/2019,HARASSMENT (NO PHYSICAL CONTACT),RESIDENCE / HOME,0
80-19-081009,11/1/2019,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-19-081013,11/1/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-081014,11/1/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-081073,11/1/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),COMMERCIAL / OFFICE BUILDING,0
80-19-081092,11/1/2019,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-19-081095,11/1/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RENTAL / STORAGE FACILITY,0
80-19-081100,11/1/2019,ASSAULT - 1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-19-081106,11/1/2019,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-19-081109,11/1/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-19-081110,11/1/2019,TERRORISTIC THREATENING 3RD DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-081115,11/1/2019,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-19-081118,11/1/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-081136,11/1/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-081139,11/1/2019,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE,RESIDENCE / HOME,0
80-19-081141,11/1/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-081144,11/1/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-081146,11/1/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-081152,11/2/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),PARKING LOT / GARAGE,0
80-19-081153,11/1/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-081157,11/2/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),INDUSTRIAL SITE,0
80-19-081161,11/2/2019,WANTON ENDANGERMENT-1ST DEGREE,BAR / NIGHT CLUB,0
80-19-081169,11/2/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-081173,11/2/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),HIGHWAY / ROAD / ALLEY,0
80-19-081174,11/2/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),HIGHWAY / ROAD / ALLEY,0
80-19-081180,11/2/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-19-081183,11/2/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-081186,11/2/2019,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-19-081210,11/2/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-19-081214,11/2/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,GROCERY / SUPERMARKET,0
80-19-081216,11/2/2019,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-19-081220,11/2/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),OTHER / UNKNOWN,0
80-19-081231,11/2/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-081247,11/2/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-081277,11/2/2019,TERRORISTIC THREATENING 3RD DEGREE,HOTEL / MOTEL / ETC.,1
80-19-081287,11/2/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER / UNKNOWN,0
80-19-081291,11/2/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,HOTEL / MOTEL / ETC.,0
80-19-081295,11/2/2019,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-19-081297,11/2/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,HIGHWAY / ROAD / ALLEY,0
80-19-081299,11/2/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,PARKING LOT / GARAGE,0
80-19-081315,11/2/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),DEPARTMENT / DISCOUNT STORE,0
80-19-081316,11/2/2019,WANTON ENDANGERMENT-2ND DEGREE-POLICE OFFICER,HIGHWAY / ROAD / ALLEY,1
80-19-081330,11/2/2019,ENDANGERING THE WELFARE OF A MINOR,RESIDENCE / HOME,0
80-19-081337,11/3/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-081340,11/3/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-081364,11/1/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-19-081365,11/3/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-081370,11/3/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-19-081372,11/3/2019,ASSAULT - 1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-19-081377,11/3/2019,"ASSAULT, 4TH DEGREE DATING VIOLENCE (MINOR INJURY)",RESIDENCE / HOME,0
80-19-081385,11/3/2019,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-19-081390,11/3/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-19-081397,11/3/2019,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-19-081416,11/3/2019,STRANGULATION 1ST DEGREE,OTHER / UNKNOWN,0
80-19-081429,11/3/2019,ASSAULT - 1ST DEGREE,RESIDENCE / HOME,0
80-19-081431,11/3/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-081433,11/3/2019,HARASSMENT (NO PHYSICAL CONTACT),RESIDENCE / HOME,0
80-19-081443,11/3/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-081453,11/3/2019,TERRORISTIC THREATENING 3RD DEGREE,CONVENIENCE STORE,0
80-19-081475,11/3/2019,ASSAULT - 1ST DEGREE,CONVENIENCE STORE,0
80-19-081479,11/3/2019,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-19-081480,11/3/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-081487,11/3/2019,TERRORISTIC THREATENING 3RD DEGREE,BANK / SAVINGS & LOAN,0
80-19-081498,11/3/2019,ASSAULT - 2ND DEGREE,RESIDENCE / HOME,0
80-19-081525,11/3/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-081526,11/4/2019,WANTON ENDANGERMENT-1ST DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-081583,11/4/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-081586,11/4/2019,MENACING,RESIDENCE / HOME,0
80-19-081603,11/4/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-081604,11/4/2019,TERRORISTIC THREATENING 3RD DEGREE,HIGHWAY / ROAD / ALLEY,0
80-19-081610,11/4/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-081611,11/3/2019,TERRORISTIC THREATENING 3RD DEGREE,CYBERSPACE,0
80-19-081624,11/4/2019,INTIMIDATING A PARTICIPANT IN LEGAL PROCESS,RESIDENCE / HOME,0
80-19-081631,11/4/2019,WANTON ENDANGERMENT-1ST DEGREE,PARK / PLAYGROUND,1
80-19-081669,11/4/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-081671,11/4/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESTAURANT,0
80-19-081695,11/4/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-081701,11/4/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-081724,1/14/2020,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-19-081748,11/4/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),DOCK/WHARF/FREIGHT/MODAL TERMINAL,0
80-19-081756,11/4/2019,STRANGULATION 1ST DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-081758,11/4/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-081759,11/4/2019,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE,RESIDENCE / HOME,0
80-19-081762,11/4/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-19-081764,11/4/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-081794,11/4/2019,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-19-081812,11/4/2019,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),RESIDENCE / HOME,0
80-19-081818,11/4/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-081829,11/5/2019,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,1
80-19-081900,11/2/2019,TERRORISTIC THREATENING 3RD DEGREE,HIGHWAY / ROAD / ALLEY,1
80-19-081943,10/31/2019,MENACING,RESTAURANT,1
80-19-081956,11/5/2019,INTIMIDATING A PARTICIPANT IN LEGAL PROCESS,GOVERNMENT / PUBLIC BUILDING,0
80-19-081958,11/5/2019,VIOLATION OF KENTUCKY EPO/DVO,GOVERNMENT / PUBLIC BUILDING,0
80-19-081962,11/5/2019,VIOLATION OF KENTUCKY EPO/DVO,OTHER / UNKNOWN,0
80-19-081967,11/5/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-081984,11/5/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-082013,11/5/2019,WANTON ENDANGERMENT-1ST DEGREE,OTHER / UNKNOWN,0
80-19-082051,11/5/2019,MENACING,COMMERCIAL / OFFICE BUILDING,0
80-19-082079,11/5/2019,TERRORISTIC THREATENING 3RD DEGREE,CYBERSPACE,0
80-19-082080,11/5/2019,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),RESIDENCE / HOME,0
80-19-082082,11/5/2019,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-19-082096,11/5/2019,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-19-082103,11/5/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-082111,11/5/2019,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),SERVICE / GAS STATION,0
80-19-082136,11/5/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-19-082137,11/5/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-082138,11/5/2019,TERRORISTIC THREATENING 3RD DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-082157,11/6/2019,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),RESIDENCE / HOME,0
80-19-082162,11/6/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-082199,11/5/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-082224,5/1/2019,ASSAULT - 4TH DEGREE (CHILD ABUSE),RESIDENCE / HOME,0
80-19-082236,11/6/2019,MENACING,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-082249,11/3/2019,CRIMINAL ABUSE-1ST DEGREE-CHILD 12 OR UNDER,RESIDENCE / HOME,0
80-19-082259,11/6/2019,VIOLATION OF KENTUCKY EPO/DVO,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-082260,11/6/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-082264,11/6/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-19-082268,11/6/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-082284,10/1/2019,KNOWINGLY EXPLOIT ADULT BY PERSON O/$300,RESIDENCE / HOME,0
80-19-082287,11/6/2019,KIDNAPPING-ADULT,RESIDENCE / HOME,0
80-19-082306,11/6/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-082311,11/6/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-082314,11/6/2019,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,HIGHWAY / ROAD / ALLEY,1
80-19-082324,11/6/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-082325,11/6/2019,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-19-082327,11/6/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-19-082329,11/6/2019,MENACING,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-082336,11/6/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-082338,11/6/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-19-082367,10/29/2019,TERRORISTIC THREATENING 3RD DEGREE,CYBERSPACE,0
80-19-082402,11/6/2019,ASSAULT - 1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-19-082408,11/6/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-082409,11/6/2019,VIOLATION OF KENTUCKY EPO/DVO,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-082416,11/6/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-082438,11/6/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-082441,11/7/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-082443,11/7/2019,TERRORISTIC THREATENING 3RD DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-082449,11/7/2019,ASSAULT - 2ND DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-082451,11/7/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-082452,11/7/2019,STRANGULATION 1ST DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-082491,11/7/2019,TERRORISTIC THREATENING 3RD DEGREE,DRUG STORE/DR`S OFFICE/HOSPITAL,0
80-19-082517,11/7/2019,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),HIGHWAY / ROAD / ALLEY,0
80-19-082523,11/7/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),CONVENIENCE STORE,0
80-19-082534,11/6/2019,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-19-082559,11/7/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-082564,10/29/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-19-082575,11/7/2019,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),DEPARTMENT / DISCOUNT STORE,0
80-19-082577,11/7/2019,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-19-082593,11/6/2019,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-19-082595,11/7/2019,TERRORISTIC THREATENING 3RD DEGREE,HIGHWAY / ROAD / ALLEY,0
80-19-082609,11/7/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-19-082624,11/7/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-082631,11/7/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),HIGHWAY / ROAD / ALLEY,0
80-19-082633,10/30/2019,MENACING,SCHOOL - COLLEGE / UNIVERSITY,0
80-19-082638,11/7/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-082644,11/7/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-19-082665,11/7/2019,HARASSMENT (NO PHYSICAL CONTACT),HIGHWAY / ROAD / ALLEY,0
80-19-082679,11/7/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-19-082687,11/7/2019,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-19-082694,11/7/2019,MENACING,RESIDENCE / HOME,0
80-19-082698,11/7/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),GROCERY / SUPERMARKET,1
80-19-082707,11/7/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-19-082708,11/7/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-082717,11/7/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-082726,11/7/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-082729,11/7/2019,VIOLATION OF KENTUCKY EPO/DVO,OTHER / UNKNOWN,0
80-19-082730,11/7/2019,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-19-082742,11/8/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-082754,11/8/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,1
80-19-082765,11/8/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-082793,11/8/2019,MENACING,RESIDENCE / HOME,0
80-19-082816,11/8/2019,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),RESIDENCE / HOME,0
80-19-082820,11/8/2019,TERRORISTIC THREATENING 3RD DEGREE,"SPECIALTY STORE (TV, FUR, ETC)",1
80-19-082821,11/7/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),OTHER / UNKNOWN,0
80-19-082847,11/8/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-082851,11/8/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-19-082864,11/8/2019,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-19-082883,11/7/2019,HARASSMENT (NO PHYSICAL CONTACT),RESIDENCE / HOME,0
80-19-082894,11/8/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-082902,11/8/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-082909,11/8/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER / UNKNOWN,0
80-19-082913,11/7/2019,ASSAULT - 4TH DEGREE (CHILD ABUSE),RESIDENCE / HOME,0
80-19-082944,11/8/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-082946,11/8/2019,VIOLATION OF FOREIGN EPO/DVO,HIGHWAY / ROAD / ALLEY,0
80-19-082955,11/8/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,DRUG STORE/DR`S OFFICE/HOSPITAL,0
80-19-082959,11/8/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-082962,11/8/2019,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-19-082965,11/8/2019,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-19-082967,11/8/2019,ASSAULT - 1ST DEGREE,RESIDENCE / HOME,0
80-19-082972,11/8/2019,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,OTHER / UNKNOWN,1
80-19-082978,11/9/2019,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,1
80-19-082981,11/9/2019,TERRORISTIC THREATENING 3RD DEGREE,DRUG STORE/DR`S OFFICE/HOSPITAL,1
80-19-082987,11/9/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-19-082989,11/9/2019,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-19-082998,11/8/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-082999,11/9/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-19-083002,11/9/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),CONVENIENCE STORE,0
80-19-083026,11/9/2019,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE,RESIDENCE / HOME,0
80-19-083040,11/9/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-083049,11/9/2019,HARASSMENT (NO PHYSICAL CONTACT),RESIDENCE / HOME,0
80-19-083071,11/9/2019,CUSTODIAL INTERFERENCE-FELONY,RESIDENCE / HOME,0
80-19-083079,11/9/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-083084,11/9/2019,UNLAWFUL IMPRISONMENT-1ST DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-083091,11/9/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESTAURANT,0
80-19-083092,11/9/2019,ASSAULT - 2ND DEGREE,RESIDENCE / HOME,0
80-19-083098,11/9/2019,MENACING,RESIDENCE / HOME,0
80-19-083110,11/9/2019,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-19-083135,11/9/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-19-083136,11/9/2019,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),PARKING LOT / GARAGE,0
80-19-083138,11/9/2019,TERRORISTIC THREATENING 3RD DEGREE,GROCERY / SUPERMARKET,0
80-19-083142,11/9/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-083152,11/9/2019,WANTON ENDANGERMENT-2ND DEGREE,RESTAURANT,0
80-19-083153,11/9/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-19-083163,11/10/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-083165,11/10/2019,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-19-083172,11/10/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-083175,11/9/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-083192,11/10/2019,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,1
80-19-083203,11/10/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-083211,11/10/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-083222,11/10/2019,HARASSMENT (NO PHYSICAL CONTACT),BAR / NIGHT CLUB,0
80-19-083223,11/10/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-19-083230,11/10/2019,ASSAULT - 2ND DEGREE,COMMERCIAL / OFFICE BUILDING,0
80-19-083236,11/10/2019,VIOLATION OF KENTUCKY EPO/DVO,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-083252,11/10/2019,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-19-083266,11/10/2019,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-19-083272,11/10/2019,TERRORISTIC THREATENING 2ND DEGREE,NON-ATTACHED RESD GARAGE/SHED/BULD,0
80-19-083274,11/10/2019,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-19-083277,11/10/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-083281,11/10/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-19-083284,11/9/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),BAR / NIGHT CLUB,0
80-19-083299,11/10/2019,ASSAULT - 2ND DEGREE,CONVENIENCE STORE,0
80-19-083300,11/10/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),RESTAURANT,0
80-19-083328,11/10/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,OTHER / UNKNOWN,0
80-19-083329,11/10/2019,ASSAULT - 2ND DEGREE,RESIDENCE / HOME,0
80-19-083343,11/10/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,HIGHWAY / ROAD / ALLEY,0
80-19-083347,11/10/2019,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),RESIDENCE / HOME,0
80-19-083349,11/10/2019,WANTON ENDANGERMENT-1ST DEGREE,PARKING LOT / GARAGE,0
