ID,INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,CRIME_TYPE,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,UOR_DESC,LEOKA_APPLIES,OFFICER_KILLED,TYPE_OF_ASSIGNMENT,TYPE_OF_ACTIVITY,OFFENSE_CITY,OFFENSE_ZIP
2349,80-11-001021,1/4/2011 21:00,1/4/2011 21:00,ASSAULT,13B,PART II,COMPLETED,1ST DIVISION,135,OTHER RESIDENCE (APARTMENT/CONDO),400 BLOCK E MUHAMMAD ALI BLVD                               ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40202
2350,80-11-001021,1/4/2011 21:00,1/4/2011 21:00,ASSAULT,13B,PART II,COMPLETED,1ST DIVISION,135,OTHER RESIDENCE (APARTMENT/CONDO),400 BLOCK E MUHAMMAD ALI BLVD                               ,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40202
2351,80-11-001382,1/3/2011 2:17,1/3/2011 2:10,ASSAULT,13C,PART II,COMPLETED,6TH DIVISION,625,OTHER / UNKNOWN,3100 BLOCK HUNSINGER LN                                     ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40220
2352,80-11-001214,1/5/2011 15:27,1/5/2011 15:00,ASSAULT,13C,PART II,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME,5200 BLOCK GREENWOOD RD                                     ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40258
2353,80-11-002165,1/8/2011 7:30,1/8/2011 7:58,ASSAULT,13A,PART I,COMPLETED,5TH DIVISION,514,HIGHWAY / ROAD / ALLEY,I264E AT TAYLORSVILLE RD                                    ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40220
2354,80-11-002165,1/8/2011 7:30,1/8/2011 7:58,ASSAULT,13A,PART I,COMPLETED,5TH DIVISION,514,HIGHWAY / ROAD / ALLEY,I264E AT TAYLORSVILLE RD                                    ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40220
2355,80-11-002165,1/8/2011 7:30,1/8/2011 7:58,ASSAULT,13A,PART I,COMPLETED,5TH DIVISION,514,HIGHWAY / ROAD / ALLEY,I264E AT TAYLORSVILLE RD                                    ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40220
2356,80-11-002399,1/8/2011 19:57,1/8/2011 19:50,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,411,OTHER RESIDENCE (APARTMENT/CONDO),1300 BLOCK S 3RD ST                                         ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40208
2357,80-11-005492,1/20/2011 10:30,1/20/2011 10:00,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,435,SCHOOL - ELEMENTARY / SECONDARY,4600 BLOCK TAYLOR BLVD                                      ,ASSAULT - 3RD DEGREE (SCHOOL EMPLOYEE OR SCHOOL VOLUNTEER),YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ALONE,ALL OTHER,LOUISVILLE,40215
2358,80-11-005898,1/23/2011 2:45,1/23/2011 2:30,ASSAULT,13C,PART II,COMPLETED,METRO LOUISVILLE,METRO,OTHER / UNKNOWN,BRECKENRIDGE LN / GRANDVIEW AVE                             ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40207
2359,80-11-005898,1/23/2011 2:45,1/23/2011 2:30,ASSAULT,13C,PART II,COMPLETED,METRO LOUISVILLE,METRO,OTHER / UNKNOWN,BRECKENRIDGE LN / GRANDVIEW AVE                             ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40207
2360,80-11-006908,1/24/2011 20:50,1/24/2011 10:20,ASSAULT,13C,PART II,COMPLETED,2ND DIVISION,225,LIQUOR STORE,1200 BLOCK W HILL ST                                        ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LVIL,40210
2361,80-11-008109,2/1/2011 15:13,2/1/2011 15:13,ASSAULT,13A,PART I,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY,N 18TH ST / PORTLAND AVE                                    ,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40203
2362,80-11-010022,2/8/2011 16:58,2/8/2011 16:58,ASSAULT,13C,PART II,COMPLETED,6TH DIVISION,624,HIGHWAY / ROAD / ALLEY,4200 BLOCK NORBROOK DR                                      ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40218
2363,80-11-010158,2/9/2011 18:16,2/9/2011 18:16,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY,S 25TH ST  / W MARKET ST                                    ,MENACING,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ALONE,TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40212
2364,80-11-010393,2/10/2011 16:55,2/10/2011 16:55,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,424,HIGHWAY / ROAD / ALLEY,CLARA AVE / TAYLOR BLVD                                     ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40215
2365,80-11-010417,2/10/2011 16:30,2/10/2011 16:30,ASSAULT,13C,PART II,COMPLETED,7TH DIVISION,736,RESIDENCE / HOME,1100 BLOCK LONE OAK AVE                                     ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ALL OTHER,LVIL,40219
2366,80-11-013754,2/24/2011 3:04,2/24/2011 3:04,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,135,HIGHWAY / ROAD / ALLEY,S BROOK ST / E MUHAMMAD ALI BLVD                            ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40202
2367,80-11-015102,2/24/2011 14:32,2/24/2011 14:32,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY,S FLOYD ST / E ORMSBY AVE                                   ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40203
2368,80-11-012252,2/18/2011 1:40,2/18/2011 1:40,ASSAULT,13A,PART I,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY,2800 BLOCK W CHESTNUT ST                                    ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40211
2369,80-11-015588,3/2/2011 22:10,3/2/2011 22:10,ASSAULT,13A,PART I,COMPLETED,7TH DIVISION,711,HIGHWAY / ROAD / ALLEY,S HURSTBOURNE PKY / STONY BROOK DR                          ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40291
2370,80-11-093686,11/18/2011 17:39,11/18/2011 17:39,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,123,RESIDENCE / HOME,400 BLOCK S 2ND ST                                          ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40202
2371,80-10-102668,12/31/2010 3:07,12/31/2010 3:00,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,435,HIGHWAY / ROAD / ALLEY,TAYLOR BLVD / WALTER AVE                                    ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40215
2372,80-11-098595,11/25/2011 23:54,11/25/2011 0:10,ASSAULT,13A,PART I,COMPLETED,3RD DIVISION,334,HIGHWAY / ROAD / ALLEY,4100 BLOCK E PAGES LN                                       ,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40272
2373,80-11-098489,12/4/2011 20:40,12/4/2011 20:40,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY,1100 BLOCK S 2ND ST                                         ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40203
2374,80-11-098961,12/2/2011 16:58,12/2/2011 16:58,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY,1400 BLOCK BLAND ST                                         ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40217
2375,80-11-100820,11/27/2011 1:32,11/27/2011 1:32,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY,300 BLOCK SHORT ST                                          ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40212
2376,80-11-100421,12/10/2011 22:48,12/10/2011 22:48,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,412,GOVERNMENT / PUBLIC BUILDING,800 BLOCK S BROOK ST                                        ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40203
2377,80-11-097943,12/2/2011 18:43,12/2/2011 18:43,ASSAULT,13A,PART I,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY,2200 BLOCK LYTLE ST                                         ,MURDER - POLICE OFFICER ATTEMPTED,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED,INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40212
2378,80-11-101912,12/16/2011 0:39,12/16/2011 0:39,ASSAULT,13C,PART II,COMPLETED,7TH DIVISION,723,RESIDENCE / HOME,6600 BLOCK VANDRE AVE                                       ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),DOMESTIC DISTURBANCE,LOUISVILLE,40228
2379,80-11-101912,12/16/2011 0:39,12/16/2011 0:39,ASSAULT,13C,PART II,COMPLETED,7TH DIVISION,723,RESIDENCE / HOME,6600 BLOCK VANDRE AVE                                       ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),DOMESTIC DISTURBANCE,LOUISVILLE,40228
2380,80-11-099019,12/6/2011 14:09,12/6/2011 14:09,ASSAULT,13A,PART I,COMPLETED,7TH DIVISION,724,HIGHWAY / ROAD / ALLEY,11200 BLOCK PRESTON HWY                                     ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40229
2381,80-11-104614,12/26/2011 14:42,12/26/2011 14:42,ASSAULT,13A,PART I,COMPLETED,7TH DIVISION,724,HIGHWAY / ROAD / ALLEY,I265N AT PRESTON HWY                                        ,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40229
2382,80-11-102067,6/14/2011 14:51,6/14/2011 14:51,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,135,HIGHWAY / ROAD / ALLEY,400 BLOCK E MUHAMMAD ALI BLVD                               ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,LVIL,40202
2383,80-11-056924,7/20/2011 23:28,7/20/2011 23:07,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,134,HIGHWAY / ROAD / ALLEY,N 1ST ST                                                    ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40202
2384,80-12-000545,12/30/2011 1:53,12/30/2011 1:53,ASSAULT,13C,PART II,COMPLETED,5TH DIVISION,525,HIGHWAY / ROAD / ALLEY,WILMINGTON AVE / WILTSHIRE AVE                              ,WANTON ENDANGERMENT-2ND DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,ST_MATTHEWS,40207
2385,80-11-104241,12/24/2011 6:10,12/24/2011 4:03,ASSAULT,13A,PART I,COMPLETED,1ST DIVISION,134,HIGHWAY / ROAD / ALLEY,E MARKET ST / S PRESTON ST                                  ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40202
2386,80-11-103939,12/23/2011 1:55,12/23/2011 1:35,ASSAULT,13C,PART II,COMPLETED,2ND DIVISION,211,HIGHWAY / ROAD / ALLEY,4500 BLOCK W BROADWAY                                       ,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40211
2387,80-11-103939,12/23/2011 1:55,12/23/2011 1:35,ASSAULT,13C,PART II,COMPLETED,2ND DIVISION,211,HIGHWAY / ROAD / ALLEY,4500 BLOCK W BROADWAY                                       ,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40211
2388,80-12-001971,1/7/2012 23:00,1/7/2012 21:02,ASSAULT,13A,PART I,COMPLETED,2ND DIVISION,234,HIGHWAY / ROAD / ALLEY,ALGONQUIN PKY / WILSON AVE                                  ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40211
2389,80-12-001971,1/7/2012 23:00,1/7/2012 21:02,ASSAULT,13A,PART I,COMPLETED,2ND DIVISION,234,HIGHWAY / ROAD / ALLEY,ALGONQUIN PKY / WILSON AVE                                  ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40211
2390,80-12-001971,1/7/2012 23:00,1/7/2012 21:02,ASSAULT,13A,PART I,COMPLETED,2ND DIVISION,234,HIGHWAY / ROAD / ALLEY,ALGONQUIN PKY / WILSON AVE                                  ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40211
2391,80-12-000805,1/4/2012 1:40,1/4/2012 1:40,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,424,HIGHWAY / ROAD / ALLEY,CENTRAL AVE / RODMAN ST                                     ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40208
2392,80-12-002661,1/10/2012 16:45,1/10/2012 15:05,ASSAULT,13B,PART II,COMPLETED,6TH DIVISION,612,SERVICE / GAS STATION,4500 BLOCK POPLAR LEVEL RD                                  ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40213
2393,80-12-003475,1/13/2012 0:01,1/13/2012 0:01,ASSAULT,13C,PART II,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY,1100 BLOCK BARDSTOWN RD                                     ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40204
2394,80-12-005123,1/18/2012 20:33,1/18/2012 2:18,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY,S 30TH ST / RIVER PARK DR                                   ,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40211
2395,80-12-005483,1/20/2012 15:49,1/20/2012 15:49,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY,1000 BLOCK S HANCOCK ST                                     ,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40203
2396,80-12-005483,1/20/2012 15:49,1/20/2012 15:49,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY,1000 BLOCK S HANCOCK ST                                     ,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40203
2397,80-12-008532,1/24/2012 18:45,1/24/2012 17:50,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY,E BURNETT AVE / S SHELBY ST                                 ,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40217
2398,80-12-008532,1/24/2012 18:45,1/24/2012 17:50,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY,E BURNETT AVE / S SHELBY ST                                 ,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40217
2399,80-12-013705,2/20/2012 18:21,2/20/2012 18:21,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,411,RESIDENCE / HOME,1400 BLOCK S 4TH ST                                         ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40208
2400,80-12-015220,2/26/2012 16:56,2/26/2012 16:56,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY,S 18TH ST / PLYMOUTH CT                                     ,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40203
2401,80-12-018439,3/2/2012 18:43,3/2/2012 16:45,ASSAULT,13C,PART II,COMPLETED,6TH DIVISION,613,RESIDENCE / HOME,2000 BLOCK PEABODY LN                                       ,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40218
2402,80-12-019274,3/11/2012 19:44,3/11/2012 19:44,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY,S 1ST ST / E BRECKINRIDGE ST                                ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40203
2403,80-12-019051,3/11/2012 17:21,3/11/2012 17:15,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY,S 7TH ST / W OAK ST                                         ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40203
2404,80-12-019809,3/14/2012 3:19,3/14/2012 3:19,ASSAULT,13B,PART II,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY,1400 BLOCK E BRECKINRIDGE ST                                ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40204
2405,80-12-019809,3/14/2012 3:19,3/14/2012 3:19,ASSAULT,13B,PART II,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY,1400 BLOCK E BRECKINRIDGE ST                                ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40204
2406,80-12-021056,3/18/2012 3:50,3/18/2012 3:50,ASSAULT,13B,PART II,COMPLETED,1ST DIVISION,123,BAR / NIGHT CLUB,S 5TH ST / CATHEDRAL SCHOOL CT                              ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40202
2407,80-12-022394,3/16/2012 6:01,3/16/2012 6:01,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME,4400 BLOCK SOUTHERN PKY                                     ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),DOMESTIC DISTURBANCE,LOUISVILLE,40214
2408,80-12-023233,3/24/2012 22:06,3/24/2012 22:06,ASSAULT,13A,PART I,COMPLETED,2ND DIVISION,234,HIGHWAY / ROAD / ALLEY,S 30TH ST / WILSON AVE                                      ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40211
2409,80-12-023233,3/24/2012 22:06,3/24/2012 22:06,ASSAULT,13A,PART I,COMPLETED,2ND DIVISION,234,HIGHWAY / ROAD / ALLEY,S 30TH ST / WILSON AVE                                      ,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40211
2410,80-12-023233,3/24/2012 22:06,3/24/2012 22:06,ASSAULT,13A,PART I,COMPLETED,2ND DIVISION,234,HIGHWAY / ROAD / ALLEY,S 30TH ST / WILSON AVE                                      ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40211
2411,80-12-023233,3/24/2012 22:06,3/24/2012 22:06,ASSAULT,13A,PART I,COMPLETED,2ND DIVISION,234,HIGHWAY / ROAD / ALLEY,S 30TH ST / WILSON AVE                                      ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40211
2412,80-12-023233,3/24/2012 22:06,3/24/2012 22:06,ASSAULT,13A,PART I,COMPLETED,2ND DIVISION,234,HIGHWAY / ROAD / ALLEY,S 30TH ST / WILSON AVE                                      ,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40211
2413,80-12-023233,3/24/2012 22:06,3/24/2012 22:06,ASSAULT,13A,PART I,COMPLETED,2ND DIVISION,234,HIGHWAY / ROAD / ALLEY,S 30TH ST / WILSON AVE                                      ,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40211
2414,80-12-023233,3/24/2012 22:06,3/24/2012 22:06,ASSAULT,13A,PART I,COMPLETED,2ND DIVISION,234,HIGHWAY / ROAD / ALLEY,S 30TH ST / WILSON AVE                                      ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40211
2415,80-12-023233,3/24/2012 22:06,3/24/2012 22:06,ASSAULT,13A,PART I,COMPLETED,2ND DIVISION,234,HIGHWAY / ROAD / ALLEY,S 30TH ST / WILSON AVE                                      ,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40211
2416,80-12-023233,3/24/2012 22:06,3/24/2012 22:06,ASSAULT,13A,PART I,COMPLETED,2ND DIVISION,234,HIGHWAY / ROAD / ALLEY,S 30TH ST / WILSON AVE                                      ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40211
2417,80-12-023233,3/24/2012 22:06,3/24/2012 22:06,ASSAULT,13A,PART I,COMPLETED,2ND DIVISION,234,HIGHWAY / ROAD / ALLEY,S 30TH ST / WILSON AVE                                      ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40211
2418,80-12-023233,3/24/2012 22:06,3/24/2012 22:06,ASSAULT,13A,PART I,COMPLETED,2ND DIVISION,234,HIGHWAY / ROAD / ALLEY,S 30TH ST / WILSON AVE                                      ,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40211
2419,80-12-023233,3/24/2012 22:06,3/24/2012 22:06,ASSAULT,13A,PART I,COMPLETED,2ND DIVISION,234,HIGHWAY / ROAD / ALLEY,S 30TH ST / WILSON AVE                                      ,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40211
